Estimate,Std. Error,t value,Pr(>|t|),Term
2.554467654523268,0.08179002182569797,31.232020697672294,5.249109842230347e-192,(Intercept)
-0.001331299991171651,1.4810380064129113e-4,-8.988965748394754,3.7550935960131543e-19,AcuteLoad
7.337348502580884e-4,2.0922547343956444e-4,3.5069097380727423,4.582764057214617e-4,ChronicLoad
0.2670961546979241,0.03443825083060803,7.755799097105546,1.103853978340662e-14,AcuteChronicRatio
0.1748614331971108,0.0651931357523819,2.6822062043659565,0.007343599657944639,GameDay
1.101844441470575,0.07125865314438966,15.462605492106828,1.920266235580466e-52,factor(PlayerID)2
0.7121960284842072,0.06794882300951859,10.48135930749587,2.220689595060874e-25,factor(PlayerID)3
0.7029520390821047,0.08024696301463496,8.759858475315813,2.8279282540686625e-18,factor(PlayerID)4
0.964423966911228,0.09012575598586378,10.7008696499866,2.2671959305197414e-26,factor(PlayerID)5
1.0020346744384603,0.0774707003773271,12.934369633396523,1.5855621546100538e-37,factor(PlayerID)6
0.4604746109871988,0.06865310101689093,6.7072660108085556,2.2579011954737145e-11,factor(PlayerID)7
1.1580679665439289,0.07179136531990661,16.131020233192512,8.859835374808622e-57,factor(PlayerID)8
2.2263766000122183,0.07634393951716274,29.16245368123439,7.656516510339385e-170,factor(PlayerID)9
0.2969054504571656,0.07171095134835015,4.14030834725492,3.539195175700328e-5,factor(PlayerID)10
-7.71875327347667e-4,0.068991495183789,-0.011187977957158918,0.9910740237584917,factor(PlayerID)11
1.0273335003478485,0.08196722425119853,12.533467001388995,2.2115320318066297e-35,factor(PlayerID)12
0.8357431109295516,0.06783319884996719,12.320561688061328,2.8741186575418403e-34,factor(PlayerID)13
0.7154996713649548,0.08300009849682607,8.620467738267992,9.430892125172882e-18,factor(PlayerID)14
1.6341335433164612,0.097272718809505,16.799505177979892,2.8284793856927255e-61,factor(PlayerID)15
-0.10173370297228887,0.06819676889505587,-1.4917671998337794,0.1358382626773403,factor(PlayerID)16
1.1077907457478582,0.08176924355431786,13.547768055503319,6.317454323600545e-41,factor(PlayerID)17
